rowId,depAirportId,arrAirportId,airlineId,airlineName,aircraftTypes
31119,333,1757,403,Salair,Boeing 737-800
31120,345,1757,403,Salair,Boeing 737-800
31121,848,1757,403,Salair,Boeing 737-800
31122,2570,1757,403,Salair,Boeing 737-800
31123,2519,1757,403,Salair,Boeing 737-800
31124,2530,1757,403,Salair,Boeing 737-800
31125,2695,1757,403,Salair,Boeing 737-800
31126,2407,1757,403,Salair,Boeing 737-800
31127,326,1757,403,Salair,Boeing 737-800
31128,1757,57,403,Salair,Boeing 737-800
31129,1757,54,403,Salair,Boeing 737-800
31130,1757,333,403,Salair,Boeing 737-800
31131,1757,345,403,Salair,Boeing 737-800
31132,1757,848,403,Salair,Boeing 737-800
31133,1757,2570,403,Salair,Boeing 737-800
31134,1757,2519,403,Salair,Boeing 737-800
31135,1757,2530,403,Salair,Boeing 737-800
31136,1757,2695,403,Salair,Boeing 737-800
31137,1757,2407,403,Salair,Boeing 737-800
31138,1757,326,403,Salair,Boeing 737-800
31139,1757,548,403,Salair,Boeing 737-800
31140,1757,503,403,Salair,Boeing 737-800
31141,1093,783,403,Salair,Boeing 737-800
31142,548,1757,403,Salair,Boeing 737-800
31143,783,1093,403,Salair,Boeing 737-800
31144,783,1094,403,Salair,Boeing 737-800
31145,1094,1757,403,Salair,Boeing 737-800
31146,503,1757,403,Salair,Boeing 737-800
31147,601,564,79,Saber Airlines,Boeing 737-800
31148,605,564,79,Saber Airlines,Boeing 737-800
31149,598,564,79,Saber Airlines,Boeing 737-800
31150,649,564,79,Saber Airlines,Boeing 737-800
31151,564,601,79,Saber Airlines,Boeing 737-800
31152,564,605,79,Saber Airlines,Boeing 737-800
31153,564,598,79,Saber Airlines,Boeing 737-800
31154,564,649,79,Saber Airlines,Boeing 737-800
31155,561,720,180,Servicos De Alquiler,Boeing 737-800
31156,561,687,180,Servicos De Alquiler,Boeing 737-800
31157,2196,720,180,Servicos De Alquiler,Boeing 737-800
31158,2196,593,180,Servicos De Alquiler,Boeing 737-800
31159,2196,653,180,Servicos De Alquiler,Boeing 737-800
31160,2196,669,180,Servicos De Alquiler,Boeing 737-800
31161,2196,693,180,Servicos De Alquiler,Boeing 737-800
31162,597,1187,180,Servicos De Alquiler,Boeing 737-800
31163,597,225,180,Servicos De Alquiler,Boeing 737-800
31164,597,2759,180,Servicos De Alquiler,Boeing 737-800
31165,597,1182,180,Servicos De Alquiler,Boeing 737-800
31166,597,599,180,Servicos De Alquiler,Boeing 737-800
31167,597,634,180,Servicos De Alquiler,Boeing 737-800
31168,597,2764,180,Servicos De Alquiler,Boeing 737-800
31169,597,669,180,Servicos De Alquiler,Boeing 737-800
31170,597,694,180,Servicos De Alquiler,Boeing 737-800
31171,597,702,180,Servicos De Alquiler,Boeing 737-800
31172,597,703,180,Servicos De Alquiler,Boeing 737-800
31173,1187,597,180,Servicos De Alquiler,Boeing 737-800
31174,1187,593,180,Servicos De Alquiler,Boeing 737-800
31175,1187,693,180,Servicos De Alquiler,Boeing 737-800
31176,720,561,180,Servicos De Alquiler,Boeing 737-800
31177,720,2196,180,Servicos De Alquiler,Boeing 737-800
31178,720,569,180,Servicos De Alquiler,Boeing 737-800
31179,720,2069,180,Servicos De Alquiler,Boeing 737-800
31180,720,586,180,Servicos De Alquiler,Boeing 737-800
31181,720,604,180,Servicos De Alquiler,Boeing 737-800
31182,720,1095,180,Servicos De Alquiler,Boeing 737-800
31183,720,2176,180,Servicos De Alquiler,Boeing 737-800
31184,720,653,180,Servicos De Alquiler,Boeing 737-800
31185,720,659,180,Servicos De Alquiler,Boeing 737-800
31186,720,2182,180,Servicos De Alquiler,Boeing 737-800
31187,720,713,180,Servicos De Alquiler,Boeing 737-800
31188,720,711,180,Servicos De Alquiler,Boeing 737-800
31189,720,703,180,Servicos De Alquiler,Boeing 737-800
31190,720,724,180,Servicos De Alquiler,Boeing 737-800
31191,569,720,180,Servicos De Alquiler,Boeing 737-800
31192,2069,720,180,Servicos De Alquiler,Boeing 737-800
31193,577,599,180,Servicos De Alquiler,Boeing 737-800
31194,577,598,180,Servicos De Alquiler,Boeing 737-800
31195,568,655,180,Servicos De Alquiler,Boeing 737-800
31196,568,653,180,Servicos De Alquiler,Boeing 737-800
31197,568,669,180,Servicos De Alquiler,Boeing 737-800
31198,568,676,180,Servicos De Alquiler,Boeing 737-800
31199,568,724,180,Servicos De Alquiler,Boeing 737-800
31200,574,599,180,Servicos De Alquiler,Boeing 737-800
31201,574,598,180,Servicos De Alquiler,Boeing 737-800
31202,574,669,180,Servicos De Alquiler,Boeing 737-800
31203,574,687,180,Servicos De Alquiler,Boeing 737-800
31204,225,597,180,Servicos De Alquiler,Boeing 737-800
31205,2759,597,180,Servicos De Alquiler,Boeing 737-800
31206,579,650,180,Servicos De Alquiler,Boeing 737-800
31207,1182,597,180,Servicos De Alquiler,Boeing 737-800
31208,586,720,180,Servicos De Alquiler,Boeing 737-800
31209,589,687,180,Servicos De Alquiler,Boeing 737-800
31210,593,2196,180,Servicos De Alquiler,Boeing 737-800
31211,593,1187,180,Servicos De Alquiler,Boeing 737-800
31212,593,1469,180,Servicos De Alquiler,Boeing 737-800
31213,593,1445,180,Servicos De Alquiler,Boeing 737-800
31214,593,2026,180,Servicos De Alquiler,Boeing 737-800
31215,600,653,180,Servicos De Alquiler,Boeing 737-800
31216,600,724,180,Servicos De Alquiler,Boeing 737-800
31217,606,605,180,Servicos De Alquiler,Boeing 737-800
31218,606,724,180,Servicos De Alquiler,Boeing 737-800
31219,604,720,180,Servicos De Alquiler,Boeing 737-800
31220,604,598,180,Servicos De Alquiler,Boeing 737-800
31221,604,1445,180,Servicos De Alquiler,Boeing 737-800
31222,604,687,180,Servicos De Alquiler,Boeing 737-800
31223,1095,720,180,Servicos De Alquiler,Boeing 737-800
31224,1095,669,180,Servicos De Alquiler,Boeing 737-800
31225,1095,687,180,Servicos De Alquiler,Boeing 737-800
31226,1095,693,180,Servicos De Alquiler,Boeing 737-800
31227,2214,599,180,Servicos De Alquiler,Boeing 737-800
31228,605,606,180,Servicos De Alquiler,Boeing 737-800
31229,605,711,180,Servicos De Alquiler,Boeing 737-800
31230,2077,667,180,Servicos De Alquiler,Boeing 737-800
31231,2077,687,180,Servicos De Alquiler,Boeing 737-800
31232,663,1445,180,Servicos De Alquiler,Boeing 737-800
31233,2176,720,180,Servicos De Alquiler,Boeing 737-800
31234,2176,687,180,Servicos De Alquiler,Boeing 737-800
31235,650,579,180,Servicos De Alquiler,Boeing 737-800
31236,650,653,180,Servicos De Alquiler,Boeing 737-800
31237,650,724,180,Servicos De Alquiler,Boeing 737-800
31238,630,653,180,Servicos De Alquiler,Boeing 737-800
31239,630,711,180,Servicos De Alquiler,Boeing 737-800
31240,630,724,180,Servicos De Alquiler,Boeing 737-800
31241,1469,593,180,Servicos De Alquiler,Boeing 737-800
31242,1469,693,180,Servicos De Alquiler,Boeing 737-800
31243,599,597,180,Servicos De Alquiler,Boeing 737-800
31244,599,577,180,Servicos De Alquiler,Boeing 737-800
31245,599,574,180,Servicos De Alquiler,Boeing 737-800
31246,599,2214,180,Servicos De Alquiler,Boeing 737-800
31247,599,667,180,Servicos De Alquiler,Boeing 737-800
31248,599,669,180,Servicos De Alquiler,Boeing 737-800
31249,599,659,180,Servicos De Alquiler,Boeing 737-800
31250,599,2182,180,Servicos De Alquiler,Boeing 737-800
31251,599,698,180,Servicos De Alquiler,Boeing 737-800
31252,598,577,180,Servicos De Alquiler,Boeing 737-800
31253,598,574,180,Servicos De Alquiler,Boeing 737-800
31254,598,604,180,Servicos De Alquiler,Boeing 737-800
31255,598,655,180,Servicos De Alquiler,Boeing 737-800
31256,598,652,180,Servicos De Alquiler,Boeing 737-800
31257,598,653,180,Servicos De Alquiler,Boeing 737-800
31258,598,667,180,Servicos De Alquiler,Boeing 737-800
31259,598,670,180,Servicos De Alquiler,Boeing 737-800
31260,598,669,180,Servicos De Alquiler,Boeing 737-800
31261,598,617,180,Servicos De Alquiler,Boeing 737-800
31262,598,2182,180,Servicos De Alquiler,Boeing 737-800
31263,598,685,180,Servicos De Alquiler,Boeing 737-800
31264,634,700,180,Servicos De Alquiler,Boeing 737-800
31265,1445,593,180,Servicos De Alquiler,Boeing 737-800
31266,1445,604,180,Servicos De Alquiler,Boeing 737-800
31267,1445,663,180,Servicos De Alquiler,Boeing 737-800
31268,1445,693,180,Servicos De Alquiler,Boeing 737-800
31269,655,568,180,Servicos De Alquiler,Boeing 737-800
31270,655,598,180,Servicos De Alquiler,Boeing 737-800
31271,655,669,180,Servicos De Alquiler,Boeing 737-800
31272,655,659,180,Servicos De Alquiler,Boeing 737-800
31273,655,687,180,Servicos De Alquiler,Boeing 737-800
31274,652,598,180,Servicos De Alquiler,Boeing 737-800
31275,652,669,180,Servicos De Alquiler,Boeing 737-800
31276,653,2196,180,Servicos De Alquiler,Boeing 737-800
31277,653,720,180,Servicos De Alquiler,Boeing 737-800
31278,653,568,180,Servicos De Alquiler,Boeing 737-800
31279,653,600,180,Servicos De Alquiler,Boeing 737-800
31280,653,650,180,Servicos De Alquiler,Boeing 737-800
31281,653,630,180,Servicos De Alquiler,Boeing 737-800
31282,653,598,180,Servicos De Alquiler,Boeing 737-800
31283,653,669,180,Servicos De Alquiler,Boeing 737-800
31284,653,671,180,Servicos De Alquiler,Boeing 737-800
31285,653,2182,180,Servicos De Alquiler,Boeing 737-800
31286,653,687,180,Servicos De Alquiler,Boeing 737-800
31287,564,669,180,Servicos De Alquiler,Boeing 737-800
31288,564,711,180,Servicos De Alquiler,Boeing 737-800
31289,564,724,180,Servicos De Alquiler,Boeing 737-800
31290,667,2077,180,Servicos De Alquiler,Boeing 737-800
31291,667,599,180,Servicos De Alquiler,Boeing 737-800
31292,667,598,180,Servicos De Alquiler,Boeing 737-800
31293,667,724,180,Servicos De Alquiler,Boeing 737-800
31294,2764,597,180,Servicos De Alquiler,Boeing 737-800
31295,670,598,180,Servicos De Alquiler,Boeing 737-800
31296,670,711,180,Servicos De Alquiler,Boeing 737-800
31297,2026,593,180,Servicos De Alquiler,Boeing 737-800
31298,2026,693,180,Servicos De Alquiler,Boeing 737-800
31299,1925,682,180,Servicos De Alquiler,Boeing 737-800
31300,669,2196,180,Servicos De Alquiler,Boeing 737-800
31301,669,597,180,Servicos De Alquiler,Boeing 737-800
31302,669,568,180,Servicos De Alquiler,Boeing 737-800
31303,669,574,180,Servicos De Alquiler,Boeing 737-800
31304,669,1095,180,Servicos De Alquiler,Boeing 737-800
31305,669,599,180,Servicos De Alquiler,Boeing 737-800
31306,669,598,180,Servicos De Alquiler,Boeing 737-800
31307,669,655,180,Servicos De Alquiler,Boeing 737-800
31308,669,652,180,Servicos De Alquiler,Boeing 737-800
31309,669,653,180,Servicos De Alquiler,Boeing 737-800
31310,669,564,180,Servicos De Alquiler,Boeing 737-800
31311,669,665,180,Servicos De Alquiler,Boeing 737-800
31312,669,687,180,Servicos De Alquiler,Boeing 737-800
31313,669,711,180,Servicos De Alquiler,Boeing 737-800
31314,669,724,180,Servicos De Alquiler,Boeing 737-800
31315,665,669,180,Servicos De Alquiler,Boeing 737-800
31316,665,724,180,Servicos De Alquiler,Boeing 737-800
31317,671,653,180,Servicos De Alquiler,Boeing 737-800
31318,671,693,180,Servicos De Alquiler,Boeing 737-800
31319,659,720,180,Servicos De Alquiler,Boeing 737-800
31320,659,599,180,Servicos De Alquiler,Boeing 737-800
31321,659,655,180,Servicos De Alquiler,Boeing 737-800
31322,659,676,180,Servicos De Alquiler,Boeing 737-800
31323,617,598,180,Servicos De Alquiler,Boeing 737-800
31324,2182,720,180,Servicos De Alquiler,Boeing 737-800
31325,2182,599,180,Servicos De Alquiler,Boeing 737-800
31326,2182,598,180,Servicos De Alquiler,Boeing 737-800
31327,2182,653,180,Servicos De Alquiler,Boeing 737-800
31328,2182,687,180,Servicos De Alquiler,Boeing 737-800
31329,676,568,180,Servicos De Alquiler,Boeing 737-800
31330,676,659,180,Servicos De Alquiler,Boeing 737-800
31331,676,682,180,Servicos De Alquiler,Boeing 737-800
31332,682,1925,180,Servicos De Alquiler,Boeing 737-800
31333,682,676,180,Servicos De Alquiler,Boeing 737-800
31334,682,711,180,Servicos De Alquiler,Boeing 737-800
31335,713,720,180,Servicos De Alquiler,Boeing 737-800
31336,685,598,180,Servicos De Alquiler,Boeing 737-800
31337,685,687,180,Servicos De Alquiler,Boeing 737-800
31338,687,561,180,Servicos De Alquiler,Boeing 737-800
31339,687,574,180,Servicos De Alquiler,Boeing 737-800
31340,687,589,180,Servicos De Alquiler,Boeing 737-800
31341,687,604,180,Servicos De Alquiler,Boeing 737-800
31342,687,1095,180,Servicos De Alquiler,Boeing 737-800
31343,687,2077,180,Servicos De Alquiler,Boeing 737-800
31344,687,2176,180,Servicos De Alquiler,Boeing 737-800
31345,687,655,180,Servicos De Alquiler,Boeing 737-800
31346,687,653,180,Servicos De Alquiler,Boeing 737-800
31347,687,669,180,Servicos De Alquiler,Boeing 737-800
31348,687,2182,180,Servicos De Alquiler,Boeing 737-800
31349,687,685,180,Servicos De Alquiler,Boeing 737-800
31350,687,724,180,Servicos De Alquiler,Boeing 737-800
31351,694,597,180,Servicos De Alquiler,Boeing 737-800
31352,694,693,180,Servicos De Alquiler,Boeing 737-800
31353,693,2196,180,Servicos De Alquiler,Boeing 737-800
31354,693,1187,180,Servicos De Alquiler,Boeing 737-800
31355,693,1095,180,Servicos De Alquiler,Boeing 737-800
31356,693,1469,180,Servicos De Alquiler,Boeing 737-800
31357,693,1445,180,Servicos De Alquiler,Boeing 737-800
31358,693,2026,180,Servicos De Alquiler,Boeing 737-800
31359,693,671,180,Servicos De Alquiler,Boeing 737-800
31360,693,694,180,Servicos De Alquiler,Boeing 737-800
31361,693,711,180,Servicos De Alquiler,Boeing 737-800
31362,698,599,180,Servicos De Alquiler,Boeing 737-800
31363,700,597,180,Servicos De Alquiler,Boeing 737-800
31364,711,720,180,Servicos De Alquiler,Boeing 737-800
31365,711,605,180,Servicos De Alquiler,Boeing 737-800
31366,711,630,180,Servicos De Alquiler,Boeing 737-800
31367,711,564,180,Servicos De Alquiler,Boeing 737-800
31368,711,670,180,Servicos De Alquiler,Boeing 737-800
31369,711,669,180,Servicos De Alquiler,Boeing 737-800
31370,711,682,180,Servicos De Alquiler,Boeing 737-800
31371,711,693,180,Servicos De Alquiler,Boeing 737-800
31372,711,724,180,Servicos De Alquiler,Boeing 737-800
31373,703,597,180,Servicos De Alquiler,Boeing 737-800
31374,703,720,180,Servicos De Alquiler,Boeing 737-800
31375,724,720,180,Servicos De Alquiler,Boeing 737-800
31376,724,568,180,Servicos De Alquiler,Boeing 737-800
31377,724,600,180,Servicos De Alquiler,Boeing 737-800
31378,724,606,180,Servicos De Alquiler,Boeing 737-800
31379,724,650,180,Servicos De Alquiler,Boeing 737-800
31380,724,630,180,Servicos De Alquiler,Boeing 737-800
31381,724,564,180,Servicos De Alquiler,Boeing 737-800
31382,724,667,180,Servicos De Alquiler,Boeing 737-800
31383,724,669,180,Servicos De Alquiler,Boeing 737-800
31384,724,665,180,Servicos De Alquiler,Boeing 737-800
31385,724,687,180,Servicos De Alquiler,Boeing 737-800
31386,724,711,180,Servicos De Alquiler,Boeing 737-800
31387,2199,2195,235,Severstal,Boeing 737-800
31388,2198,2195,235,Severstal,Boeing 737-800
31389,2198,2224,235,Severstal,Boeing 737-800
31390,2195,2199,235,Severstal,Boeing 737-800
31391,2195,2198,235,Severstal,Boeing 737-800
31392,2195,2201,235,Severstal,Boeing 737-800
31393,2195,2214,235,Severstal,Boeing 737-800
31394,2195,2204,235,Severstal,Boeing 737-800
31395,2195,2207,235,Severstal,Boeing 737-800
31396,2195,2208,235,Severstal,Boeing 737-800
31397,2195,2212,235,Severstal,Boeing 737-800
31398,2195,379,235,Severstal,Boeing 737-800
31399,2195,2216,235,Severstal,Boeing 737-800
31400,2195,2217,235,Severstal,Boeing 737-800
31401,2195,2221,235,Severstal,Boeing 737-800
31402,2195,2223,235,Severstal,Boeing 737-800
31403,2195,2219,235,Severstal,Boeing 737-800
31404,2195,2224,235,Severstal,Boeing 737-800
31405,2201,2195,235,Severstal,Boeing 737-800
31406,2214,2195,235,Severstal,Boeing 737-800
31407,2204,2195,235,Severstal,Boeing 737-800
31408,2207,2195,235,Severstal,Boeing 737-800
31409,2208,2195,235,Severstal,Boeing 737-800
31410,2212,2195,235,Severstal,Boeing 737-800
31411,379,2195,235,Severstal,Boeing 737-800
31412,2216,2195,235,Severstal,Boeing 737-800
31413,2217,2195,235,Severstal,Boeing 737-800
31414,2221,2195,235,Severstal,Boeing 737-800
31415,2223,2195,235,Severstal,Boeing 737-800
31416,2219,2195,235,Severstal,Boeing 737-800
31417,2224,2198,235,Severstal,Boeing 737-800
31418,2224,2195,235,Severstal,Boeing 737-800
31419,1045,1006,254,Slovak Government Flying Service,Boeing 737-800
31420,1006,1045,254,Slovak Government Flying Service,Boeing 737-800
31421,1006,2114,254,Slovak Government Flying Service,Boeing 737-800
31422,2114,1006,254,Slovak Government Flying Service,Boeing 737-800
31423,998,1045,254,Slovak Government Flying Service,Boeing 737-800
31424,2362,2619,361,Star Aviation,Boeing 737-800
31425,2369,2414,361,Star Aviation,Boeing 737-800
31426,2369,1757,361,Star Aviation,Boeing 737-800
31427,2369,1092,361,Star Aviation,Boeing 737-800
31428,2369,2624,361,Star Aviation,Boeing 737-800
31429,90,2571,361,Star Aviation,Boeing 737-800
31430,237,2388,361,Star Aviation,Boeing 737-800
31431,2388,237,361,Star Aviation,Boeing 737-800
31432,2417,2530,361,Star Aviation,Boeing 737-800
31433,2414,2369,361,Star Aviation,Boeing 737-800
31434,1504,2570,361,Star Aviation,Boeing 737-800
31435,2427,531,361,Star Aviation,Boeing 737-800
31436,2450,1515,361,Star Aviation,Boeing 737-800
31437,531,2427,361,Star Aviation,Boeing 737-800
31438,1515,2450,361,Star Aviation,Boeing 737-800
31439,1515,2530,361,Star Aviation,Boeing 737-800
31440,1515,2582,361,Star Aviation,Boeing 737-800
31441,1515,2615,361,Star Aviation,Boeing 737-800
31442,333,842,361,Star Aviation,Boeing 737-800
31443,345,842,361,Star Aviation,Boeing 737-800
31444,2570,1504,361,Star Aviation,Boeing 737-800
31445,2570,1089,361,Star Aviation,Boeing 737-800
31446,2519,2544,361,Star Aviation,Boeing 737-800
31447,2530,2417,361,Star Aviation,Boeing 737-800
31448,2530,1515,361,Star Aviation,Boeing 737-800
31449,2530,778,361,Star Aviation,Boeing 737-800
31450,2530,2548,361,Star Aviation,Boeing 737-800
31451,2530,2602,361,Star Aviation,Boeing 737-800
31452,2571,90,361,Star Aviation,Boeing 737-800
31453,778,2570,361,Star Aviation,Boeing 737-800
31454,778,2530,361,Star Aviation,Boeing 737-800
31455,2583,2519,361,Star Aviation,Boeing 737-800
31456,2583,842,361,Star Aviation,Boeing 737-800
31457,2544,2519,361,Star Aviation,Boeing 737-800
31458,1528,1501,361,Star Aviation,Boeing 737-800
31459,2548,2530,361,Star Aviation,Boeing 737-800
31460,2548,842,361,Star Aviation,Boeing 737-800
31461,2582,1515,361,Star Aviation,Boeing 737-800
31462,1089,2570,361,Star Aviation,Boeing 737-800
31463,1757,2369,361,Star Aviation,Boeing 737-800
31464,839,2570,361,Star Aviation,Boeing 737-800
31465,2602,2530,361,Star Aviation,Boeing 737-800
31466,1092,2369,361,Star Aviation,Boeing 737-800
31467,842,333,361,Star Aviation,Boeing 737-800
31468,842,345,361,Star Aviation,Boeing 737-800
31469,842,2583,361,Star Aviation,Boeing 737-800
31470,842,2548,361,Star Aviation,Boeing 737-800
31471,2624,2369,361,Star Aviation,Boeing 737-800
31472,2624,2619,361,Star Aviation,Boeing 737-800
31473,2619,2362,361,Star Aviation,Boeing 737-800
31474,2619,2624,361,Star Aviation,Boeing 737-800
31475,2615,1515,361,Star Aviation,Boeing 737-800
31476,579,655,423,Suburban Air Freight,Boeing 737-800
31477,655,579,423,Suburban Air Freight,Boeing 737-800
31478,655,671,423,Suburban Air Freight,Boeing 737-800
31479,671,655,423,Suburban Air Freight,Boeing 737-800
31480,1028,876,143,Safari Express Cargo,Boeing 737-800
31481,876,1028,143,Safari Express Cargo,Boeing 737-800
31482,876,1431,143,Safari Express Cargo,Boeing 737-800
31483,876,1986,143,Safari Express Cargo,Boeing 737-800
31484,876,1419,143,Safari Express Cargo,Boeing 737-800
31485,876,992,143,Safari Express Cargo,Boeing 737-800
31486,876,1461,143,Safari Express Cargo,Boeing 737-800
31487,876,1862,143,Safari Express Cargo,Boeing 737-800
31488,876,2012,143,Safari Express Cargo,Boeing 737-800
31489,1431,876,143,Safari Express Cargo,Boeing 737-800
31490,380,1986,143,Safari Express Cargo,Boeing 737-800
31491,1460,876,143,Safari Express Cargo,Boeing 737-800
31492,1460,2057,143,Safari Express Cargo,Boeing 737-800
31493,1460,1461,143,Safari Express Cargo,Boeing 737-800
31494,2189,876,143,Safari Express Cargo,Boeing 737-800
31495,823,2792,143,Safari Express Cargo,Boeing 737-800
31496,2057,1460,143,Safari Express Cargo,Boeing 737-800
31497,1986,380,143,Safari Express Cargo,Boeing 737-800
31498,1419,876,143,Safari Express Cargo,Boeing 737-800
31499,992,876,143,Safari Express Cargo,Boeing 737-800
31500,1416,876,143,Safari Express Cargo,Boeing 737-800
31501,1862,876,143,Safari Express Cargo,Boeing 737-800
31502,2012,876,143,Safari Express Cargo,Boeing 737-800
31503,2570,2519,42,Slate Falls Airways,Boeing 737-800
31504,2374,2530,410,Sky Bus,Boeing 737-800
31505,2425,2566,410,Sky Bus,Boeing 737-800
31506,2590,2578,410,Sky Bus,Boeing 737-800
31507,2622,2496,410,Sky Bus,Boeing 737-800
31508,1857,2583,410,Sky Bus,Boeing 737-800
31509,597,604,358,South Coast Aviation,Boeing 737-800
31510,597,652,358,South Coast Aviation,Boeing 737-800
31511,597,685,358,South Coast Aviation,Boeing 737-800
31512,597,693,358,South Coast Aviation,Boeing 737-800
31513,720,604,358,South Coast Aviation,Boeing 737-800
31514,720,667,358,South Coast Aviation,Boeing 737-800
31515,720,666,358,South Coast Aviation,Boeing 737-800
31516,569,667,358,South Coast Aviation,Boeing 737-800
31517,574,667,358,South Coast Aviation,Boeing 737-800
31518,584,667,358,South Coast Aviation,Boeing 737-800
31519,593,666,358,South Coast Aviation,Boeing 737-800
31520,600,667,358,South Coast Aviation,Boeing 737-800
31521,608,601,358,South Coast Aviation,Boeing 737-800
31522,608,666,358,South Coast Aviation,Boeing 737-800
31523,604,597,358,South Coast Aviation,Boeing 737-800
31524,604,720,358,South Coast Aviation,Boeing 737-800
31525,601,608,358,South Coast Aviation,Boeing 737-800
31526,605,667,358,South Coast Aviation,Boeing 737-800
31527,609,682,358,South Coast Aviation,Boeing 737-800
31528,2077,667,358,South Coast Aviation,Boeing 737-800
31529,615,666,358,South Coast Aviation,Boeing 737-800
31530,650,666,358,South Coast Aviation,Boeing 737-800
31531,599,666,358,South Coast Aviation,Boeing 737-800
31532,632,666,358,South Coast Aviation,Boeing 737-800
31533,1445,666,358,South Coast Aviation,Boeing 737-800
31534,647,667,358,South Coast Aviation,Boeing 737-800
31535,652,597,358,South Coast Aviation,Boeing 737-800
31536,653,667,358,South Coast Aviation,Boeing 737-800
31537,667,720,358,South Coast Aviation,Boeing 737-800
31538,667,569,358,South Coast Aviation,Boeing 737-800
31539,667,574,358,South Coast Aviation,Boeing 737-800
31540,667,584,358,South Coast Aviation,Boeing 737-800
31541,667,600,358,South Coast Aviation,Boeing 737-800
31542,667,605,358,South Coast Aviation,Boeing 737-800
31543,667,2077,358,South Coast Aviation,Boeing 737-800
31544,667,647,358,South Coast Aviation,Boeing 737-800
31545,667,653,358,South Coast Aviation,Boeing 737-800
31546,667,669,358,South Coast Aviation,Boeing 737-800
31547,667,1387,358,South Coast Aviation,Boeing 737-800
31548,667,2181,358,South Coast Aviation,Boeing 737-800
31549,667,678,358,South Coast Aviation,Boeing 737-800
31550,667,687,358,South Coast Aviation,Boeing 737-800
31551,667,693,358,South Coast Aviation,Boeing 737-800
31552,667,714,358,South Coast Aviation,Boeing 737-800
31553,667,724,358,South Coast Aviation,Boeing 737-800
31554,666,720,358,South Coast Aviation,Boeing 737-800
31555,666,593,358,South Coast Aviation,Boeing 737-800
31556,666,608,358,South Coast Aviation,Boeing 737-800
31557,666,615,358,South Coast Aviation,Boeing 737-800
31558,666,650,358,South Coast Aviation,Boeing 737-800
31559,666,599,358,South Coast Aviation,Boeing 737-800
31560,666,632,358,South Coast Aviation,Boeing 737-800
31561,666,1445,358,South Coast Aviation,Boeing 737-800
31562,666,670,358,South Coast Aviation,Boeing 737-800
31563,666,669,358,South Coast Aviation,Boeing 737-800
31564,666,676,358,South Coast Aviation,Boeing 737-800
31565,666,682,358,South Coast Aviation,Boeing 737-800
31566,666,687,358,South Coast Aviation,Boeing 737-800
31567,670,666,358,South Coast Aviation,Boeing 737-800
31568,669,666,358,South Coast Aviation,Boeing 737-800
31569,1387,667,358,South Coast Aviation,Boeing 737-800
31570,2181,667,358,South Coast Aviation,Boeing 737-800
31571,678,667,358,South Coast Aviation,Boeing 737-800
31572,676,666,358,South Coast Aviation,Boeing 737-800
31573,682,609,358,South Coast Aviation,Boeing 737-800
31574,682,666,358,South Coast Aviation,Boeing 737-800
31575,685,597,358,South Coast Aviation,Boeing 737-800
31576,687,667,358,South Coast Aviation,Boeing 737-800
31577,687,666,358,South Coast Aviation,Boeing 737-800
31578,693,597,358,South Coast Aviation,Boeing 737-800
31579,693,667,358,South Coast Aviation,Boeing 737-800
31580,714,667,358,South Coast Aviation,Boeing 737-800
31581,724,667,358,South Coast Aviation,Boeing 737-800
31582,827,2105,103,Sky Wings Airlines,Boeing 737-800
31583,827,2109,103,Sky Wings Airlines,Boeing 737-800
31584,827,2331,103,Sky Wings Airlines,Boeing 737-800
31585,2086,2089,103,Sky Wings Airlines,Boeing 737-800
31586,2086,1297,103,Sky Wings Airlines,Boeing 737-800
31587,2086,2308,103,Sky Wings Airlines,Boeing 737-800
31588,2086,1298,103,Sky Wings Airlines,Boeing 737-800
31589,2086,2310,103,Sky Wings Airlines,Boeing 737-800
31590,2086,2311,103,Sky Wings Airlines,Boeing 737-800
31591,2086,915,103,Sky Wings Airlines,Boeing 737-800
31592,2086,232,103,Sky Wings Airlines,Boeing 737-800
31593,2086,1285,103,Sky Wings Airlines,Boeing 737-800
31594,2086,2317,103,Sky Wings Airlines,Boeing 737-800
31595,2086,1609,103,Sky Wings Airlines,Boeing 737-800
31596,2086,2315,103,Sky Wings Airlines,Boeing 737-800
31597,2086,1013,103,Sky Wings Airlines,Boeing 737-800
31598,2086,1008,103,Sky Wings Airlines,Boeing 737-800
31599,2086,2325,103,Sky Wings Airlines,Boeing 737-800
31600,2086,2326,103,Sky Wings Airlines,Boeing 737-800
31601,2086,2330,103,Sky Wings Airlines,Boeing 737-800
31602,2086,2104,103,Sky Wings Airlines,Boeing 737-800
31603,2086,2333,103,Sky Wings Airlines,Boeing 737-800
31604,2086,1282,103,Sky Wings Airlines,Boeing 737-800
31605,2086,1026,103,Sky Wings Airlines,Boeing 737-800
31606,2086,1283,103,Sky Wings Airlines,Boeing 737-800
31607,2086,2339,103,Sky Wings Airlines,Boeing 737-800
31608,2086,2116,103,Sky Wings Airlines,Boeing 737-800
31609,2086,2115,103,Sky Wings Airlines,Boeing 737-800
31610,2086,1287,103,Sky Wings Airlines,Boeing 737-800
31611,2086,2331,103,Sky Wings Airlines,Boeing 737-800
31612,2086,2117,103,Sky Wings Airlines,Boeing 737-800
31613,2086,2123,103,Sky Wings Airlines,Boeing 737-800
31614,1572,232,103,Sky Wings Airlines,Boeing 737-800
